Lead ID,Location,College,Year of Study,Program Interest,Lead Source
LD7600,City_96,College_134,1st,Data Science,Whatsapp
LD7601,City_34,College_127,2nd,Data Science,LinkedIn
LD7602,City_33,,3rd,Data Science,College Collaboration
LD7603,City_44,College_61,4th,ML,College Collaboration
LD7604,City_10,College_199,4th,Cyber Security,Google Form
LD7605,City_24,College_199,1st,Data Science,Google Form
LD7606,City_9,College_193,2nd,Data Science,Instagram
LD7607,City_74,College_56,3rd,Electric Vehicle,Mass-Mailing
LD7608,City_4,College_90,4th,AI,Whatsapp
LD7609,City_44,College_75,2nd,Cyber Security,College Collaboration
LD7610,City_71,College_165,4th,Data Science,College Collaboration
LD7611,City_82,College_61,2nd,Electric Vehicle,Google Form
LD7612,City_77,,4th,statistics,College Collaboration
LD7613,City_71,College_113,1st,Cyber Security,College Collaboration
LD7614,City_77,College_157,2nd,ML,X
LD7615,City_93,College_161,1st,Robotics,College Collaboration
LD7616,,College_39,3rd,ML,College Collaboration
LD7617,City_91,College_166,4th,Data Science,College Collaboration
LD7618,City_68,College_44,2nd,statistics,Instagram
LD7619,City_5,,2nd,AI,Instagram
LD7620,City_93,College_73,4th,statistics,Google Form
LD7621,City_32,College_102,3rd,statistics,Instagram
LD7622,City_1,College_199,3rd,ML,Whatsapp
LD7623,City_80,College_135,2nd,Data Science,College Collaboration
LD7624,City_43,College_161,1st,Data Science,X
LD7625,City_82,College_53,3rd,statistics,Mass-Mailing
LD7626,City_9,College_145,2nd,Cyber Security,Mass-Mailing
LD7627,City_13,,2nd,Cyber Security,College Collaboration
LD7628,City_55,College_171,2nd,Data Science,Instagram
LD7629,City_46,College_187,4th,Robotics,College Collaboration
LD7630,City_48,College_131,3rd,Data Science,Google Form
LD7631,City_64,College_118,2nd,Data Science,LinkedIn
LD7632,City_23,College_39,4th,Data Science,Google Form
LD7633,City_63,College_62,1st,statistics,Whatsapp
LD7634,City_83,College_34,1st,ML,Mass-Mailing
LD7635,City_82,College_115,2nd,Data Science,LinkedIn
LD7636,City_82,College_181,3rd,AI,X
LD7637,City_92,College_7,3rd,Electric Vehicle,LinkedIn
LD7638,City_85,College_62,1st,ML,Instagram
LD7639,City_54,College_165,2nd,Cyber Security,X
LD7640,City_82,College_127,2nd,Cyber Security,
LD7641,City_76,College_146,2nd,Data Science,College Collaboration
LD7642,City_71,College_171,3rd,,LinkedIn
LD7643,City_92,College_153,2nd,ML,Google Form
LD7644,City_68,College_165,3rd,Cyber Security,Whatsapp
LD7645,City_39,College_88,4th,ML,College Collaboration
LD7646,City_68,College_163,2nd,statistics,Mass-Mailing
LD7647,City_4,College_96,2nd,ML,X
LD7648,City_64,,2nd,Electric Vehicle,Google Form
LD7649,City_48,College_188,1st,Robotics,Mass-Mailing
LD7650,City_82,College_62,2nd,Electric Vehicle,LinkedIn
LD7651,City_76,College_133,1st,Data Science,Whatsapp
LD7652,City_87,College_115,4th,AI,College Collaboration
LD7653,City_77,College_124,1st,statistics,College Collaboration
LD7654,City_82,College_195,2nd,AI,Instagram
LD7655,City_46,College_126,2nd,statistics,Google Form
LD7656,City_38,College_145,4th,Cyber Security,Instagram
LD7657,City_22,College_39,4th,Data Science,X
LD7658,City_87,,1st,AI,Instagram
LD7659,City_96,College_118,3rd,statistics,LinkedIn
LD7660,City_93,College_99,1st,Robotics,College Collaboration
LD7661,City_80,College_152,4th,,Whatsapp
LD7662,City_68,College_10,4th,ML,LinkedIn
LD7663,City_73,College_142,2nd,,LinkedIn
LD7664,City_68,College_85,1st,AI,LinkedIn
LD7665,City_44,College_6,4th,AI,Google Form
LD7666,City_82,College_102,1st,statistics,Google Form
LD7667,City_39,College_57,1st,AI,Instagram
LD7668,,College_162,2nd,,Instagram
LD7669,City_46,College_157,3rd,Electric Vehicle,College Collaboration
LD7670,City_1,College_108,1st,Data Science,Whatsapp
LD7671,City_84,College_50,2nd,statistics,Instagram
LD7672,City_38,College_3,2nd,Robotics,X
LD7673,City_82,College_9,1st,Data Science,College Collaboration
LD7674,City_58,College_167,4th,Data Science,Whatsapp
LD7675,City_58,College_9,3rd,Cyber Security,College Collaboration
LD7676,City_21,College_49,2nd,Robotics,Mass-Mailing
LD7677,City_92,College_146,2nd,Electric Vehicle,College Collaboration
LD7678,City_73,College_135,3rd,Data Science,College Collaboration
LD7679,City_75,College_133,4th,Data Science,Whatsapp
LD7680,City_73,College_185,,Data Science,LinkedIn
LD7681,City_87,College_114,3rd,statistics,College Collaboration
LD7682,City_33,College_71,1st,Cyber Security,LinkedIn
LD7683,City_55,College_117,3rd,AI,College Collaboration
LD7684,City_5,College_82,1st,statistics,Google Form
LD7685,City_60,College_113,1st,ML,College Collaboration
LD7686,City_9,College_6,2nd,ML,
LD7687,City_80,College_185,4th,ML,Google Form
LD7688,City_100,College_92,2nd,Cyber Security,Google Form
LD7689,City_47,College_62,2nd,Cyber Security,Google Form
LD7690,City_66,College_98,1st,Data Science,X
LD7691,City_64,College_113,2nd,Robotics,Mass-Mailing
LD7692,City_26,College_20,2nd,Electric Vehicle,LinkedIn
LD7693,City_41,College_46,3rd,ML,Whatsapp
LD7694,City_75,College_28,1st,Electric Vehicle,College Collaboration
LD7695,,College_22,4th,ML,College Collaboration
LD7696,City_1,College_62,2nd,Data Science,LinkedIn
LD7697,City_55,College_160,4th,Data Science,Mass-Mailing
LD7698,City_66,,3rd,AI,College Collaboration
LD7699,City_4,College_91,3rd,Robotics,Whatsapp
LD7700,City_76,College_2,1st,ML,LinkedIn
LD7701,City_72,College_56,2nd,ML,Instagram
LD7702,City_73,College_118,3rd,Data Science,Whatsapp
LD7703,City_68,College_184,1st,Data Science,Google Form
LD7704,City_5,College_107,4th,statistics,LinkedIn
LD7705,City_92,College_16,2nd,Data Science,Instagram
LD7706,City_55,College_19,2nd,Cyber Security,
LD7707,City_46,College_170,2nd,Cyber Security,Instagram
LD7708,City_30,College_114,3rd,Robotics,Google Form
LD7709,City_82,College_64,3rd,Cyber Security,LinkedIn
LD7710,City_83,College_193,2nd,Cyber Security,Google Form
LD7711,City_4,College_39,2nd,Data Science,Instagram
LD7712,City_44,College_110,3rd,Cyber Security,Instagram
LD7713,City_61,College_113,3rd,ML,Mass-Mailing
LD7714,City_96,College_62,2nd,statistics,Whatsapp
LD7715,City_8,College_119,4th,,College Collaboration
LD7716,City_83,College_22,2nd,AI,College Collaboration
LD7717,City_77,College_180,3rd,Data Science,Instagram
LD7718,,College_190,3rd,Data Science,Whatsapp
LD7719,City_64,College_169,2nd,Cyber Security,Whatsapp
LD7720,City_78,College_91,2nd,AI,College Collaboration
LD7721,City_44,College_154,4th,ML,Whatsapp
LD7722,City_77,College_193,2nd,Robotics,College Collaboration
LD7723,City_78,College_16,4th,Cyber Security,Google Form
LD7724,City_77,College_11,2nd,Robotics,LinkedIn
LD7725,City_39,College_113,4th,,Google Form
LD7726,City_82,College_82,1st,statistics,Instagram
LD7727,City_4,College_181,2nd,AI,College Collaboration
LD7728,City_74,College_151,2nd,Robotics,Instagram
LD7729,City_61,College_96,1st,AI,Mass-Mailing
LD7730,City_74,College_114,2nd,ML,
LD7731,City_68,College_82,2nd,AI,College Collaboration
LD7732,City_64,College_162,2nd,Data Science,Google Form
LD7733,City_39,College_50,2nd,Data Science,Instagram
LD7734,City_84,College_62,2nd,ML,
LD7735,City_44,College_89,4th,statistics,LinkedIn
LD7736,City_45,College_189,,Robotics,LinkedIn
LD7737,City_82,College_26,2nd,,College Collaboration
LD7738,City_63,College_92,4th,Data Science,Instagram
LD7739,City_87,,3rd,Cyber Security,Google Form
LD7740,City_51,College_145,4th,Data Science,LinkedIn
LD7741,City_61,College_57,1st,statistics,Whatsapp
LD7742,City_82,College_102,3rd,Cyber Security,Mass-Mailing
LD7743,City_92,College_42,2nd,ML,Instagram
LD7744,City_9,College_160,4th,Cyber Security,Mass-Mailing
LD7745,City_46,College_164,4th,ML,Google Form
LD7746,City_64,College_199,1st,AI,Google Form
LD7747,City_77,College_115,2nd,Robotics,College Collaboration
LD7748,City_100,College_173,4th,Data Science,College Collaboration
LD7749,City_53,College_80,1st,ML,Google Form
LD7750,City_82,College_133,4th,Cyber Security,Whatsapp
LD7751,City_76,College_162,2nd,Data Science,Mass-Mailing
LD7752,City_73,College_119,1st,Cyber Security,LinkedIn
LD7753,,College_143,4th,statistics,College Collaboration
LD7754,City_24,College_128,4th,ML,Instagram
LD7755,,College_128,4th,statistics,Mass-Mailing
LD7756,City_45,College_54,2nd,Electric Vehicle,Instagram
LD7757,City_39,College_68,4th,ML,Google Form
LD7758,City_19,College_133,2nd,,Mass-Mailing
LD7759,City_69,College_39,2nd,,College Collaboration
LD7760,City_46,College_157,3rd,Data Science,College Collaboration
LD7761,City_61,College_189,1st,statistics,LinkedIn
LD7762,City_50,College_72,1st,Cyber Security,Google Form
LD7763,City_65,College_157,2nd,Robotics,LinkedIn
LD7764,,College_125,3rd,statistics,LinkedIn
LD7765,City_4,College_114,3rd,Electric Vehicle,X
LD7766,City_46,College_189,1st,,College Collaboration
LD7767,City_64,College_143,2nd,,Whatsapp
LD7768,City_1,College_157,4th,AI,Instagram
LD7769,City_69,College_124,2nd,statistics,Instagram
LD7770,City_51,College_3,4th,statistics,Mass-Mailing
LD7771,City_21,College_128,1st,ML,College Collaboration
LD7772,City_84,College_146,4th,Cyber Security,Instagram
LD7773,City_33,College_26,3rd,Robotics,X
LD7774,City_60,College_170,2nd,Cyber Security,LinkedIn
LD7775,City_83,College_154,1st,AI,X
LD7776,City_1,College_153,4th,Data Science,Mass-Mailing
LD7777,City_44,College_50,2nd,Robotics,
LD7778,City_55,,,Electric Vehicle,Instagram
LD7779,City_21,College_42,3rd,Cyber Security,Mass-Mailing
LD7780,City_13,College_180,1st,Data Science,Instagram
LD7781,,College_54,1st,statistics,Mass-Mailing
LD7782,City_13,College_69,3rd,Cyber Security,Instagram
LD7783,City_46,College_39,4th,Data Science,Mass-Mailing
LD7784,,College_199,4th,Robotics,Whatsapp
LD7785,City_75,College_153,4th,ML,Instagram
LD7786,City_45,College_54,4th,ML,Instagram
LD7787,City_39,College_70,4th,Data Science,Instagram
LD7788,City_87,,3rd,ML,X
LD7789,City_77,College_118,2nd,ML,
LD7790,City_100,College_91,4th,ML,Whatsapp
LD7791,City_5,College_66,4th,Data Science,Whatsapp
LD7792,City_77,College_77,2nd,AI,LinkedIn
LD7793,City_9,,3rd,Data Science,College Collaboration
LD7794,City_33,College_171,,ML,LinkedIn
LD7795,City_82,College_86,4th,Cyber Security,LinkedIn
LD7796,City_51,College_195,1st,Cyber Security,LinkedIn
LD7797,City_17,College_161,3rd,Cyber Security,Google Form
LD7798,City_80,,3rd,Robotics,
LD7799,City_13,College_131,4th,Data Science,Google Form
LD7800,City_51,College_92,4th,Cyber Security,LinkedIn
LD7801,City_38,College_125,2nd,ML,Instagram
LD7802,City_71,College_35,2nd,Cyber Security,Instagram
LD7803,City_73,College_61,2nd,Data Science,College Collaboration
LD7804,City_26,College_31,4th,AI,College Collaboration
LD7805,City_5,College_71,1st,ML,Whatsapp
LD7806,City_19,College_22,4th,ML,Google Form
LD7807,City_13,,1st,Robotics,College Collaboration
LD7808,City_93,College_119,1st,ML,Whatsapp
LD7809,City_87,College_97,4th,Cyber Security,Whatsapp
LD7810,City_74,College_120,3rd,ML,Instagram
LD7811,City_9,College_170,1st,Data Science,LinkedIn
LD7812,City_4,College_119,2nd,Cyber Security,College Collaboration
LD7813,City_40,College_149,4th,Robotics,Google Form
LD7814,City_82,College_199,1st,,College Collaboration
LD7815,City_53,College_142,1st,AI,College Collaboration
LD7816,City_2,College_86,4th,ML,Google Form
LD7817,City_63,College_39,,Cyber Security,Google Form
LD7818,City_100,College_102,4th,statistics,Whatsapp
LD7819,City_51,College_163,2nd,ML,College Collaboration
LD7820,City_39,College_62,1st,Data Science,Instagram
LD7821,City_55,College_91,3rd,statistics,Mass-Mailing
LD7822,City_94,College_199,10th,Data Science,Google Form
LD7823,City_83,College_22,2nd,Electric Vehicle,College Collaboration
LD7824,City_77,College_187,3rd,ML,Instagram
LD7825,City_84,College_126,2nd,ML,Whatsapp
LD7826,City_15,College_32,2nd,Data Science,LinkedIn
LD7827,City_4,College_115,2nd,Data Science,Instagram
LD7828,City_78,,3rd,ML,College Collaboration
LD7829,City_68,College_195,4th,ML,College Collaboration
LD7830,City_43,College_3,3rd,ML,Whatsapp
LD7831,City_68,College_102,2nd,statistics,Google Form
LD7832,City_13,College_101,2nd,Cyber Security,Whatsapp
LD7833,,College_170,3rd,statistics,Google Form
LD7834,City_63,College_157,3rd,statistics,
LD7835,City_88,College_61,1st,Electric Vehicle,Instagram
LD7836,City_30,College_85,2nd,Cyber Security,X
LD7837,City_46,College_184,2nd,Cyber Security,College Collaboration
LD7838,City_26,College_157,1st,Data Science,Instagram
LD7839,City_42,College_189,4th,Electric Vehicle,Google Form
LD7840,City_72,College_105,3rd,Cyber Security,Google Form
LD7841,City_50,College_9,3rd,Data Science,Google Form
LD7842,City_48,College_126,2nd,ML,LinkedIn
LD7843,City_88,College_69,3rd,ML,College Collaboration
LD7844,City_60,College_170,2nd,Data Science,Google Form
LD7845,City_33,College_163,2nd,,Google Form
LD7846,City_26,College_184,4th,Data Science,LinkedIn
LD7847,City_87,,1st,Cyber Security,
LD7848,City_61,College_50,4th,ML,Google Form
LD7849,City_63,College_177,2nd,Cyber Security,X
LD7850,City_26,College_159,4th,AI,LinkedIn
LD7851,City_51,College_63,3rd,Cyber Security,Mass-Mailing
LD7852,City_13,,1st,Data Science,LinkedIn
LD7853,City_5,College_183,3rd,,LinkedIn
LD7854,City_51,College_102,1st,Data Science,Mass-Mailing
LD7855,City_9,College_71,1st,Data Science,Instagram
LD7856,City_51,College_92,2nd,Robotics,College Collaboration
LD7857,City_45,College_8,2nd,Data Science,Google Form
LD7858,City_33,,3rd,ML,Mass-Mailing
LD7859,City_53,College_129,3rd,AI,College Collaboration
LD7860,City_70,College_167,1st,ML,College Collaboration
LD7861,City_23,College_69,3rd,ML,Mass-Mailing
LD7862,City_41,College_87,1st,statistics,LinkedIn
LD7863,City_61,College_113,1st,,Google Form
LD7864,City_76,College_170,3rd,statistics,College Collaboration
LD7865,City_64,College_86,2nd,Electric Vehicle,LinkedIn
LD7866,City_4,College_115,3rd,Robotics,Instagram
LD7867,City_52,,4th,Cyber Security,LinkedIn
LD7868,City_77,College_131,2nd,Electric Vehicle,College Collaboration
LD7869,City_4,College_165,4th,Robotics,Whatsapp
LD7870,City_13,College_129,4th,statistics,Google Form
LD7871,City_44,College_85,3rd,Cyber Security,Instagram
LD7872,City_50,College_151,3rd,AI,
LD7873,City_51,College_126,3rd,,LinkedIn
LD7874,City_61,College_7,1st,,Other
LD7875,City_40,College_110,2nd,ML,Whatsapp
LD7876,City_93,College_96,3rd,statistics,Instagram
LD7877,City_13,College_88,1st,Data Science,Mass-Mailing
LD7878,City_68,College_188,3rd,Data Science,Instagram
LD7879,City_8,College_9,2nd,Data Science,Instagram
LD7880,City_34,College_142,1st,Cyber Security,College Collaboration
LD7881,City_33,College_167,3rd,,LinkedIn
LD7882,City_8,College_61,4th,Cyber Security,Google Form
LD7883,City_76,College_60,2nd,Data Science,Mass-Mailing
LD7884,City_1,,1st,statistics,Instagram
LD7885,City_39,,3rd,Data Science,Instagram
LD7886,City_58,College_188,1st,ML,Google Form
LD7887,City_23,College_143,3rd,statistics,LinkedIn
LD7888,City_4,College_50,2nd,Robotics,Instagram
LD7889,City_68,College_154,2nd,Electric Vehicle,College Collaboration
LD7890,City_65,College_6,3rd,Data Science,College Collaboration
LD7891,City_87,College_189,3rd,AI,
LD7892,City_82,College_21,4th,Robotics,LinkedIn
LD7893,City_44,College_113,1st,Cyber Security,Instagram
LD7894,City_92,College_70,3rd,AI,Instagram
LD7895,City_46,College_165,2nd,Cyber Security,Instagram
LD7896,City_4,College_198,2nd,ML,
LD7897,City_19,College_113,4th,Cyber Security,Instagram
LD7898,City_96,College_50,4th,Data Science,College Collaboration
LD7899,City_9,College_39,2nd,ML,Instagram
LD7900,City_96,College_147,4th,AI,LinkedIn
LD7901,City_77,College_161,2nd,Cyber Security,Instagram
LD7902,City_8,College_26,3rd,ML,Instagram
LD7903,City_98,College_86,1st,Cyber Security,Google Form
LD7904,City_46,College_192,2nd,,Whatsapp
LD7905,City_66,College_102,3rd,Data Science,Instagram
LD7906,City_39,College_186,2nd,Data Science,Instagram
LD7907,City_83,College_71,4th,Cyber Security,Whatsapp
LD7908,,College_113,3rd,,College Collaboration
LD7909,City_63,College_100,2nd,Data Science,LinkedIn
LD7910,City_83,College_143,3rd,Cyber Security,Google Form
LD7911,City_100,College_137,,AI,College Collaboration
LD7912,City_5,College_38,1st,Data Science,LinkedIn
LD7913,City_6,College_161,1st,Data Science,Mass-Mailing
LD7914,City_33,,1st,Cyber Security,Whatsapp
LD7915,City_2,College_6,,Data Science,College Collaboration
LD7916,City_61,College_133,2nd,Cyber Security,Instagram
LD7917,City_65,College_9,2nd,statistics,College Collaboration
LD7918,City_61,College_62,4th,,College Collaboration
LD7919,City_93,College_32,1st,Cyber Security,College Collaboration
LD7920,City_44,College_89,1st,,Instagram
LD7921,City_60,College_119,1st,Data Science,College Collaboration
LD7922,City_82,College_102,2nd,Cyber Security,Google Form
LD7923,City_32,College_119,3rd,Cyber Security,College Collaboration
LD7924,City_40,College_135,4th,Cyber Security,Instagram
LD7925,City_39,College_151,1st,ML,Mass-Mailing
LD7926,City_82,College_71,3rd,,Whatsapp
LD7927,City_73,College_71,4th,statistics,Whatsapp
LD7928,City_26,College_39,3rd,,College Collaboration
LD7929,City_2,College_170,3rd,,LinkedIn
LD7930,,College_142,2nd,Data Science,Whatsapp
LD7931,City_49,College_174,1st,ML,Mass-Mailing
LD7932,City_26,College_159,2nd,statistics,Whatsapp
LD7933,City_45,College_188,3rd,Robotics,Google Form
LD7934,City_44,College_82,2nd,ML,LinkedIn
LD7935,City_77,,3rd,Electric Vehicle,College Collaboration
LD7936,City_39,College_20,1st,Robotics,Whatsapp
LD7937,City_64,College_42,3rd,,LinkedIn
LD7938,City_45,College_195,4th,Data Science,LinkedIn
LD7939,City_75,College_167,4th,statistics,
LD7940,City_76,College_92,1st,Robotics,Mass-Mailing
LD7941,City_9,College_118,,Data Science,Instagram
LD7942,City_77,College_56,3rd,Data Science,Whatsapp
LD7943,City_85,College_12,2nd,ML,College Collaboration
LD7944,City_100,College_6,2nd,Cyber Security,Whatsapp
LD7945,City_51,College_45,1st,Data Science,College Collaboration
LD7946,City_46,College_92,1st,AI,Google Form
LD7947,City_24,College_91,,Cyber Security,College Collaboration
LD7948,City_15,College_77,4th,Cyber Security,College Collaboration
LD7949,City_33,College_107,3rd,statistics,Instagram
LD7950,City_87,College_199,1st,ML,Whatsapp
LD7951,City_58,College_78,4th,Data Science,College Collaboration
LD7952,City_44,College_75,1st,Data Science,Google Form
LD7953,,College_189,2nd,statistics,Google Form
LD7954,City_60,College_127,4th,AI,LinkedIn
LD7955,City_42,College_50,2nd,statistics,Google Form
LD7956,City_14,College_60,3rd,ML,Instagram
LD7957,City_44,College_38,4th,Data Science,Whatsapp
LD7958,City_88,College_143,1st,Data Science,College Collaboration
LD7959,City_9,College_177,4th,ML,LinkedIn
LD7960,City_26,College_187,4th,statistics,Google Form
LD7961,City_13,College_96,3rd,ML,Mass-Mailing
LD7962,City_82,College_190,1st,Cyber Security,Instagram
LD7963,City_91,College_191,1st,Data Science,Google Form
LD7964,City_45,College_90,4th,Electric Vehicle,College Collaboration
LD7965,City_5,College_92,4th,,Google Form
LD7966,City_4,College_170,1st,ML,Instagram
LD7967,City_51,College_59,4th,,X
LD7968,City_64,College_153,4th,Robotics,College Collaboration
LD7969,City_64,,4th,Cyber Security,College Collaboration
LD7970,City_21,College_125,4th,Robotics,College Collaboration
LD7971,City_93,College_18,2nd,Electric Vehicle,College Collaboration
LD7972,City_4,College_114,3rd,Data Science,Instagram
LD7973,City_43,College_77,1st,AI,Whatsapp
LD7974,City_33,College_89,2nd,Data Science,Instagram
LD7975,City_45,College_157,3rd,Electric Vehicle,Google Form
LD7976,City_63,College_22,2nd,,LinkedIn
LD7977,City_88,College_152,1st,ML,Google Form
LD7978,City_82,College_124,3rd,Data Science,Google Form
LD7979,City_9,College_32,1st,AI,College Collaboration
LD7980,City_52,College_97,4th,ML,Instagram
LD7981,City_50,College_165,1st,Cyber Security,College Collaboration
LD7982,City_64,College_16,3rd,AI,Google Form
LD7983,,College_53,1st,Cyber Security,College Collaboration
LD7984,City_82,College_97,4th,ML,Instagram
LD7985,City_66,,3rd,statistics,College Collaboration
LD7986,City_5,College_38,3rd,Data Science,Instagram
LD7987,City_45,College_27,3rd,AI,Whatsapp
LD7988,City_47,College_14,4th,Cyber Security,College Collaboration
LD7989,City_20,College_134,4th,Cyber Security,Mass-Mailing
LD7990,City_96,College_6,2nd,Electric Vehicle,X
LD7991,City_77,College_193,2nd,Electric Vehicle,College Collaboration
LD7992,City_82,College_114,2nd,Data Science,Google Form
LD7993,City_54,College_194,2nd,ML,Google Form
LD7994,City_63,College_195,4th,Data Science,LinkedIn
LD7995,City_33,College_6,3rd,Data Science,Instagram
LD7996,City_8,College_96,2nd,Data Science,Instagram
LD7997,City_82,College_12,3rd,Electric Vehicle,College Collaboration
LD7998,City_34,College_14,2nd,Electric Vehicle,College Collaboration
LD7999,City_82,College_62,3rd,Data Science,Google Form
LD8000,City_99,College_199,2nd,Robotics,LinkedIn
LD8001,City_77,College_132,1st,statistics,College Collaboration
LD8002,City_77,College_126,4th,AI,Google Form
LD8003,City_8,College_113,4th,statistics,LinkedIn
LD8004,City_92,College_167,1st,AI,Mass-Mailing
LD8005,City_76,College_105,3rd,statistics,College Collaboration
LD8006,City_69,College_164,2nd,Electric Vehicle,Mass-Mailing
LD8007,City_82,College_195,4th,ML,LinkedIn
LD8008,City_41,College_143,3rd,ML,Mass-Mailing
LD8009,City_8,College_102,4th,Data Science,Whatsapp
LD8010,City_32,College_2,3rd,Cyber Security,Whatsapp
LD8011,City_87,College_157,3rd,Cyber Security,Whatsapp
LD8012,City_9,College_130,4th,AI,College Collaboration
LD8013,City_64,College_107,2nd,ML,Whatsapp
LD8014,City_77,College_121,1st,ML,Instagram
LD8015,City_72,College_54,3rd,ML,College Collaboration
LD8016,City_23,College_71,4th,Robotics,Whatsapp
LD8017,City_4,College_107,2nd,Electric Vehicle,Mass-Mailing
LD8018,City_39,College_10,2nd,statistics,
LD8019,City_48,College_133,,Data Science,College Collaboration
LD8020,City_23,College_77,4th,Cyber Security,College Collaboration
LD8021,,College_62,4th,Cyber Security,Google Form
LD8022,City_85,College_146,3rd,Data Science,Whatsapp
LD8023,City_23,College_91,1st,Cyber Security,Instagram
LD8024,City_58,College_62,2nd,,College Collaboration
LD8025,City_47,College_95,3rd,statistics,Mass-Mailing
LD8026,City_26,College_189,2nd,Cyber Security,Instagram
LD8027,City_5,College_189,3rd,Data Science,Instagram
LD8028,City_69,College_120,4th,Data Science,Mass-Mailing
LD8029,City_41,College_25,4th,Cyber Security,Mass-Mailing
LD8030,City_88,College_115,2nd,Data Science,Whatsapp
LD8031,City_51,College_157,2nd,AI,Whatsapp
LD8032,City_4,College_177,2nd,ML,College Collaboration
LD8033,City_19,College_135,2nd,Data Science,Instagram
LD8034,City_83,College_80,4th,,
LD8035,City_94,College_71,2nd,Cyber Security,College Collaboration
LD8036,City_48,College_80,4th,AI,Instagram
LD8037,City_1,College_22,3rd,AI,Mass-Mailing
LD8038,City_70,College_61,1st,Cyber Security,LinkedIn
LD8039,City_5,College_160,3rd,Data Science,LinkedIn
LD8040,City_45,College_77,2nd,Cyber Security,Google Form
LD8041,City_55,College_189,4th,Data Science,College Collaboration
LD8042,City_9,,4th,Cyber Security,Instagram
LD8043,City_94,College_62,3rd,statistics,LinkedIn
LD8044,City_78,College_56,1st,Data Science,College Collaboration
LD8045,City_33,College_93,2nd,statistics,College Collaboration
LD8046,City_53,College_70,1st,ML,Instagram
LD8047,City_82,College_69,1st,Data Science,College Collaboration
LD8048,City_9,College_99,2nd,ML,Mass-Mailing
LD8049,City_82,College_62,2nd,statistics,Instagram
LD8050,City_1,College_151,4th,ML,Instagram
LD8051,City_12,College_39,3rd,AI,Whatsapp
LD8052,City_82,College_133,2nd,statistics,LinkedIn
LD8053,City_93,College_127,1st,Data Science,College Collaboration
LD8054,City_68,College_118,1st,ML,LinkedIn
LD8055,City_5,College_75,2nd,Data Science,College Collaboration
LD8056,City_33,College_127,2nd,Electric Vehicle,College Collaboration
LD8057,City_92,College_56,3rd,Cyber Security,X
LD8058,City_80,College_49,2nd,statistics,Instagram
LD8059,City_73,College_107,1st,ML,Google Form
LD8060,City_55,College_77,1st,ML,Mass-Mailing
LD8061,City_26,College_119,3rd,Robotics,Mass-Mailing
LD8062,City_96,College_33,4th,statistics,X
LD8063,City_73,College_71,2nd,Cyber Security,Instagram
LD8064,City_45,College_111,2nd,Cyber Security,College Collaboration
LD8065,City_30,College_152,4th,Data Science,College Collaboration
LD8066,City_46,,4th,statistics,Google Form
LD8067,City_82,College_113,2nd,Electric Vehicle,LinkedIn
LD8068,City_77,College_115,4th,Data Science,College Collaboration
LD8069,City_72,College_158,2nd,ML,College Collaboration
LD8070,City_33,College_123,3rd,statistics,Instagram
LD8071,City_13,College_26,3rd,AI,Mass-Mailing
LD8072,City_2,College_170,1st,Robotics,College Collaboration
LD8073,City_61,College_77,2nd,,LinkedIn
LD8074,City_8,College_39,4th,Cyber Security,Mass-Mailing
LD8075,City_47,College_102,3rd,Robotics,Google Form
LD8076,City_46,College_158,4th,Data Science,Instagram
LD8077,City_2,College_125,3rd,Cyber Security,College Collaboration
LD8078,City_33,College_65,1st,Cyber Security,College Collaboration
LD8079,City_99,College_61,3rd,Data Science,Whatsapp
LD8080,City_83,College_163,4th,,Whatsapp
LD8081,City_1,College_180,4th,AI,Google Form
LD8082,City_75,College_50,2nd,AI,Whatsapp
LD8083,City_82,College_120,1st,ML,Google Form
LD8084,City_24,College_169,2nd,statistics,Instagram
LD8085,City_54,College_160,1st,Data Science,College Collaboration
LD8086,City_5,College_187,2nd,AI,College Collaboration
LD8087,City_76,College_62,,Cyber Security,Whatsapp
LD8088,City_54,College_135,4th,Electric Vehicle,Google Form
LD8089,City_51,College_156,2nd,ML,Instagram
LD8090,,College_124,4th,Electric Vehicle,College Collaboration
LD8091,City_85,College_195,3rd,AI,
LD8092,,College_89,3rd,Cyber Security,Instagram
LD8093,City_92,College_160,4th,Cyber Security,College Collaboration
LD8094,City_92,College_135,1st,Data Science,X
LD8095,City_32,College_152,1st,Cyber Security,College Collaboration
LD8096,City_33,College_23,4th,,College Collaboration
LD8097,City_44,College_62,4th,ML,Mass-Mailing
LD8098,City_100,College_146,4th,Robotics,Mass-Mailing
LD8099,City_84,College_187,4th,ML,Mass-Mailing
LD8100,City_40,College_167,1st,statistics,Other
LD8101,City_4,College_171,3rd,,LinkedIn
LD8102,City_96,College_137,4th,,College Collaboration
LD8103,City_80,College_113,2nd,Cyber Security,Instagram
LD8104,City_51,College_31,3rd,Cyber Security,Mass-Mailing
LD8105,City_45,College_56,3rd,Data Science,College Collaboration
LD8106,City_52,College_56,3rd,Robotics,Mass-Mailing
LD8107,City_55,College_102,4th,Cyber Security,LinkedIn
LD8108,City_83,College_41,4th,Data Science,Google Form
LD8109,City_40,College_153,4th,Electric Vehicle,
LD8110,City_85,College_45,4th,,LinkedIn
LD8111,City_2,College_89,1st,Data Science,Whatsapp
LD8112,City_41,College_62,4th,AI,LinkedIn
LD8113,City_25,College_53,3rd,,Google Form
LD8114,City_67,College_62,3rd,Robotics,College Collaboration
LD8115,City_51,College_116,1st,Data Science,Instagram
